INDIGO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;Id;Fecha_orden;Tipo Prioridad;Categoria;Subcategoria;Producto;Cantidad;Ventas;Margen;Descuento;Utilidad;Precio_venta;Precio_costo;Costo_envio;Modo_envio;Nombre_cliente;Pais;Prov. / Depto.;Segmento;Empaque;Fecha_envio;Canal de Venta
;52833;24/12/2011;5;1;Organizadores;Companion Letter/Legal File, Black;8; 69,93 ;46%;2%; 246,14 ; 561,12 ; 37,76 ; 12,90 ;1;Todd Sumrall;4;23;4;6;25/12/2011;1
;52837;18/1/2012;4;1;Organizadores;Fellowes Staxonsteel Drawer Files;32; 321,95 ;40%;8%; 3.296,77 ; 9.498,20 ; 193,17 ; 19,99 ;1;Julie Kriz;5;37;2;6;20/1/2012;1
;52839;11/4/2010;3;1;Boligrafos;Newell 337;8; 5,38 ;39%;4%; 15,06 ; 45,27 ; 3,28 ; 3,97 ;1;Catherine Glotzbach;2;26;3;5;11/4/2010;4
;52839;11/4/2010;3;3;Telefonos;Accessory28;25; 94,90 ;41%;10%; 735,46 ; 2.137,71 ; 55,99 ; 2,50 ;1;Catherine Glotzbach;2;26;3;2;12/4/2010;3
;52867;13/8/2009;3;2;Mesas;Bevis 36 x 72 Conference Tables;15; 214,64 ;42%;3%; 1.255,63 ; 3.174,92 ; 124,49 ; 51,94 ;2;Jack O'Briant;3;115;4;4;14/8/2009;3
;52868;16/2/2011;1;3;Perifericos;"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box";19; 16,38 ;55%;9%; 143,14 ; 288,70 ; 7,37 ; 5,53 ;1;Ken Heidel;3;113;2;2;18/2/2011;3
;52870;9/3/2009;2;1;Accesorios;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;21; 5,70 ;43%;3%; 47,89 ; 165,14 ; 3,25 ; 49,00 ;1;Ann Steele;2;31;2;1;11/3/2009;2
;52896;22/10/2010;3;1;Papel;Array Memo Cubes;9; 8,49 ;39%;9%; 22,93 ; 71,59 ; 5,18 ; 2,04 ;3;Lena Creighton;4;5;3;5;24/10/2010;1
;52896;22/10/2010;3;2;Mesas;"Bevis Round Bullnose 29"" High Table Top";6; 418,89 ;38%;0%; 955,06 ; 2.579,99 ; 259,71 ; 66,67 ;2;Lena Creighton;4;9;3;4;23/10/2010;1
;52896;22/10/2010;3;1;Carpetas;Ibico Ibimaster 300 Manual Binding System;24; 593,53 ;38%;0%; 5.413,01 ; 14.264,76 ; 367,99 ; 19,99 ;1;Lena Creighton;4;2;3;6;25/10/2010;3
;52896;22/10/2010;3;1;Etiquetas;Avery 506;49; 8,43 ;51%;7%; 181,72 ; 384,59 ; 4,13 ; 0,50 ;1;Lena Creighton;4;14;3;6;25/10/2010;2
;52896;22/10/2010;3;2;Mesas;Bretford CR8500 Series Meeting Room Furniture;36; 729,05 ;45%;3%; 11.023,30 ; 25.534,95 ; 400,98 ; 76,37 ;2;Lena Creighton;4;16;3;4;24/10/2010;4
;52897;22/8/2009;5;1;Papel;Xerox 1938;40; 85,54 ;44%;0%; 1.505,43 ; 3.427,29 ; 47,90 ; 5,86 ;1;Larry Tron;2;32;3;6;24/8/2009;2
;52900;20/5/2011;3;1;Papel;Xerox 1983;16; 12,20 ;51%;0%; 99,59 ; 200,73 ; 5,98 ; 5,46 ;1;Helen Wasserman;2;30;3;6;22/5/2011;1
;52929;8/4/2011;3;3;Maquinas de oficina;AT&T Black Trimline Phone, Model 210;43; 25,79 ;38%;4%; 377,05 ; 1.074,02 ; 15,99 ; 9,40 ;3;Muhammed MacIntyre;6;129;1;6;9/4/2011;3
;52929;8/4/2011;3;1;Boligrafos;Newell 318;19; 4,88 ;43%;5%; 35,21 ; 89,28 ; 2,78 ; 1,25 ;1;Muhammed MacIntyre;6;143;1;5;9/4/2011;4
;52929;8/4/2011;3;1;Boligrafos;"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack";7; 11,16 ;42%;2%; 31,23 ; 77,74 ; 6,47 ; 1,22 ;1;Muhammed MacIntyre;6;128;1;5;9/4/2011;2
;52929;8/4/2011;3;1;Ligas;Staples Vinyl Coated Paper Clips;20; 7,15 ;45%;3%; 60,02 ; 139,61 ; 3,93 ; 0,99 ;1;Muhammed MacIntyre;6;145;1;5;9/4/2011;1
;52930;8/11/2011;1;1;Sobres;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";16; 19,42 ;55%;4%; 158,49 ; 299,72 ; 8,74 ; 1,39 ;1;Sarah Foster;4;1;2;6;12/11/2011;2
;52930;8/11/2011;1;1;Papel;Xerox 1924;39; 9,63 ;40%;10%; 112,71 ; 346,22 ; 5,78 ; 8,09 ;1;Sarah Foster;4;16;2;6;13/11/2011;2
;52930;8/11/2011;1;3;Telefonos;Accessory24;24; 86,14 ;35%;9%; 537,50 ; 1.884,56 ; 55,99 ; 3,30 ;1;Sarah Foster;4;12;2;2;8/11/2011;4
;52930;8/11/2011;1;3;Telefonos;Accessory32;40; 90,31 ;38%;2%; 1.300,41 ; 3.541,26 ; 55,99 ; 1,25 ;1;Sarah Foster;4;7;2;2;8/11/2011;1
;52932;12/5/2012;1;1;Papel;Xerox 21;3; 12,96 ;50%;0%; 19,44 ; 45,48 ; 6,48 ; 6,60 ;1;Joni Blumstein;4;19;3;6;17/5/2012;2
;52933;26/8/2010;1;1;Carpetas;Avery Non-Stick Binders;44; 8,98 ;50%;3%; 185,71 ; 384,76 ; 4,49 ; 1,49 ;3;Liz Price;7;65;4;6;2/9/2010;1
;52934;27/7/2011;4;1;Etiquetas;Avery 508;20; 8,05 ;39%;8%; 49,90 ; 148,60 ; 4,91 ; 0,50 ;1;Sara Luxemburg;7;75;2;6;28/7/2011;4
;52964;31/3/2010;4;2;Mobiliario;3M Polarizing Task Lamp with Clamp Arm, Light Gray;44; 244,61 ;44%;8%; 3.874,58 ; 9.926,19 ; 136,98 ; 24,49 ;1;Jim Radford;6;133;2;1;1/4/2010;2
;52995;15/3/2012;2;1;Carpetas;Cardinal Poly Pocket Divider Pockets for Ring Binders;8; 5,69 ;41%;3%; 17,31 ; 50,46 ; 3,36 ; 6,27 ;1;Nat Gilpin;4;8;4;6;15/3/2012;3
;52999;25/4/2012;2;2;Mobiliario;Master Giant Foot Doorstop, Safety Yellow;5; 16,87 ;55%;4%; 43,01 ; 84,96 ; 7,59 ; 4,00 ;3;Eugene Hildebrand;4;17;3;5;27/4/2012;3
;52999;25/4/2012;2;1;Papel;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";39; 19,38 ;53%;5%; 362,85 ; 720,29 ; 9,11 ; 2,15 ;1;Eugene Hildebrand;4;22;3;5;27/4/2012;4
;52999;25/4/2012;2;1;Papel;Xerox 1978;7; 11,80 ;51%;10%; 33,85 ; 79,98 ; 5,78 ; 5,67 ;1;Eugene Hildebrand;4;17;3;6;25/4/2012;1
;53024;12/5/2012;2;2;Mobiliario;"Career Cubicle Clock, 8 1/4"", Black";9; 38,26 ;47%;9%; 130,86 ; 327,77 ; 20,28 ; 14,39 ;1;Ritsa Hightower;4;14;2;6;13/5/2012;2
;53024;12/5/2012;2;3;Telefonos;Accessory6;46; 124,42 ;55%;3%; 2.976,18 ; 5.556,72 ; 55,99 ; 5,00 ;1;Ritsa Hightower;4;8;2;2;13/5/2012;2
;53025;17/3/2010;4;1;Papel;Xerox 1920;32; 10,49 ;43%;9%; 114,14 ; 313,00 ; 5,98 ; 7,50 ;1;Justin Hirsh;7;79;4;6;18/3/2010;1
;53026;26/2/2012;1;1;Tijeras;Acme Forged Steel Scissors with Black Enamel Handles;35; 16,93 ;45%;5%; 236,98 ; 566,81 ; 9,31 ; 3,98 ;1;Adrian Shami;2;27;4;2;3/3/2012;1
;53027;26/10/2010;1;1;Sobres;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;38; 64,09 ;44%;5%; 949,80 ; 2.328,34 ; 35,89 ; 14,72 ;1;Sharelle Roach;2;27;3;6;26/10/2010;4
;53029;27/7/2009;1;1;Etiquetas;Avery 48;39; 9,84 ;36%;10%; 99,82 ; 346,02 ; 6,30 ; 0,50 ;1;Max Ludwig;3;104;2;6;1/8/2009;3
;53056;3/11/2011;4;3;Maquinas de oficina;AT&T 1430 2.4GHz Analog Phone w/Caller ID;13; 77,34 ;47%;7%; 402,17 ; 944,01 ; 40,99 ; 8,97 ;1;Helen Andreada;2;24;2;6;4/11/2011;2
;53060;22/3/2010;4;3;Perifericos;Fellowes Basic 104-Key Keyboard, Platinum;36; 41,90 ;50%;10%; 603,36 ; 1.363,55 ; 20,95 ; 5,99 ;1;Eric Barreto;2;31;4;6;24/3/2010;2
;53060;22/3/2010;4;1;Papel;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";4; 15,18 ;40%;2%; 23,08 ; 61,67 ; 9,11 ; 2,15 ;1;Eric Barreto;2;26;4;5;24/3/2010;2
;53120;17/5/2012;2;1;Papel;Wirebound Voice Message Log Book;5; 9,33 ;49%;9%; 18,67 ; 43,35 ; 4,76 ; 0,88 ;1;Cindy Chapman;6;142;2;5;19/5/2012;1
;53123;31/8/2009;2;1;Carpetas;GBC Imprintable Covers;25; 18,93 ;42%;6%; 170,38 ; 450,02 ; 10,98 ; 5,14 ;1;Michael Kennedy;7;71;2;6;2/9/2009;3
;53127;11/5/2011;3;1;Carpetas;Vinyl Sectional Post Binders;50; 58,91 ;36%;7%; 854,14 ; 2.742,13 ; 37,70 ; 2,99 ;1;Tony Chapman;4;17;4;6;12/5/2011;1
;53127;11/5/2011;3;3;Telefonos;iDEN i95;49; 115,77 ;43%;5%; 2.155,67 ; 5.409,17 ; 65,99 ; 19,99 ;1;Tony Chapman;4;11;4;6;13/5/2011;2
;53152;5/3/2009;5;3;Perifericos;Fellowes EZ Multi-Media Keyboard;5; 71,39 ;51%;2%; 174,90 ; 357,33 ; 34,98 ; 7,53 ;1;Bill Eplett;4;3;2;6;7/3/2009;3
;53152;5/3/2009;5;2;Mobiliario;Telescoping Adjustable Floor Lamp;9; 30,75 ;35%;1%; 94,11 ; 285,19 ; 19,99 ; 11,17 ;1;Bill Eplett;4;23;2;1;8/3/2009;2
;53152;5/3/2009;5;1;Papel;Southworth 25% Cotton Premium Laser Paper and Envelopes;9; 43,43 ;54%;2%; 203,27 ; 391,77 ; 19,98 ; 8,68 ;1;Bill Eplett;4;12;2;6;7/3/2009;2
;53152;5/3/2009;5;3;Telefonos;Polyproplyene Holder;36; 103,11 ;36%;1%; 1.299,18 ; 3.683,62 ; 65,99 ; 8,80 ;3;Bill Eplett;5;40;2;6;5/3/2009;4
;53153;23/9/2009;4;1;Accesorios;Fellowes Mighty 8 Compact Surge Protector;29; 33,78 ;40%;10%; 293,92 ; 885,74 ; 20,27 ; 3,99 ;1;Paul Prost;3;107;2;6;24/9/2009;1
;53156;10/3/2012;2;1;Etiquetas;Avery 491;47; 8,10 ;49%;7%; 159,86 ; 354,96 ; 4,13 ; 0,99 ;1;Bryan Davis;6;138;2;6;11/3/2012;3
;53188;5/11/2012;3;1;Organizadores;Acco Perma 2700 Stacking Storage Drawers;22; 48,75 ;39%;7%; 343,23 ; 1.004,15 ; 29,74 ; 6,64 ;1;Dorris Love;5;46;3;6;6/11/2012;2
;53189;23/8/2011;4;1;Papel;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";29; 13,79 ;53%;0%; 211,91 ; 405,77 ; 6,48 ; 5,94 ;3;Duane Noonan;2;26;2;6;23/8/2011;4
;53190;24/9/2009;5;1;Carpetas;Lock-Up Easel 'Spel-Binder';10; 58,22 ;51%;6%; 262,01 ; 548,80 ; 28,53 ; 1,49 ;1;Michelle Arnett;2;32;3;6;27/9/2009;3
;53190;24/9/2009;5;3;Telefonos;StarTAC 7760;9; 101,52 ;35%;10%; 228,43 ; 826,33 ; 65,99 ; 3,99 ;1;Michelle Arnett;2;32;3;6;25/9/2009;3
;53216;4/12/2012;3;1;Papel;Xerox 227;36; 12,96 ;50%;6%; 205,29 ; 447,30 ; 6,48 ; 8,73 ;1;Roy Skaria;2;26;2;6;7/12/2012;4
;53221;26/2/2012;2;2;Mobiliario;Artistic Insta-Plaque;29; 25,70 ;39%;10%; 216,18 ; 674,63 ; 15,68 ; 3,73 ;1;Art Ferguson;3;116;2;2;27/2/2012;2
;53222;19/10/2009;1;1;Papel;Xerox 1905;2; 9,97 ;35%;7%; 5,58 ; 28,08 ; 6,48 ; 9,54 ;1;Nora Price;7;54;1;6;19/10/2009;1
;53223;14/7/2012;1;1;Carpetas;Storex DuraTech Recycled Plastic Frosted Binders;2; 7,71 ;45%;8%; 5,70 ; 19,59 ; 4,24 ; 5,41 ;1;Stewart Visinsky;5;35;2;6;21/7/2012;1
;53248;29/10/2010;4;2;Mesas;Bretford CR4500 Series Slim Rectangular Table;7; 740,87 ;53%;6%; 2.437,47 ; 4.915,13 ; 348,21 ; 40,19 ;2;Brenda Bowman;5;44;3;4;30/10/2010;2
;53254;18/8/2009;5;3;Telefonos;Polyproplyene Holder;34; 303,43 ;42%;0%; 4.333,00 ; 10.321,65 ; 175,99 ; 4,99 ;1;Noel Staavos;4;6;3;6;21/8/2009;2
;53281;2/4/2009;4;2;Tapetes;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;40; 556,22 ;36%;8%; 6.229,65 ; 20.527,77 ; 355,98 ; 58,92 ;2;Philip Brown;4;9;2;7;4/4/2009;3
;53283;28/10/2011;3;3;Maquinas de oficina;Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case;2; 15,06 ;37%;4%; 9,94 ; 34,68 ; 9,49 ; 5,76 ;1;Corey Lock;2;30;3;3;29/10/2011;4
;53285;24/5/2012;4;1;Carpetas;GBC DocuBind P100 Manual Binding Machine;6; 281,32 ;41%;4%; 624,53 ; 1.640,40 ; 165,98 ; 19,99 ;1;Eudokia Martin;4;1;3;6;26/5/2012;3
;53312;4/7/2009;5;1;Accesorios;Hoover WindTunnel Plus Canister Vacuum;23; 789,67 ;54%;5%; 8.899,63 ; 17.274,37 ; 363,25 ; 19,99 ;1;Edward Nazzal;4;20;3;6;6/7/2009;3
;53312;4/7/2009;5;1;Boligrafos;Eldon Spacemaker Box, Quick-Snap Lid, Clear;30; 6,42 ;48%;6%; 80,93 ; 188,62 ; 3,34 ; 7,49 ;1;Edward Nazzal;4;8;3;5;5/7/2009;3
;53314;19/9/2010;3;2;Mobiliario;Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock;33; 124,90 ;37%;1%; 1.483,87 ; 4.100,63 ; 78,69 ; 19,99 ;1;Cari Sayre;4;1;3;6;19/9/2010;3
;53314;19/9/2010;3;2;Mesas;Bevis Rectangular Conference Tables;15; 304,13 ;52%;5%; 2.144,08 ; 4.385,70 ; 145,98 ; 51,92 ;2;Cari Sayre;4;16;3;4;21/9/2010;2
;53344;24/2/2010;3;1;Carpetas;UniKeep View Case Binders;36; 8,29 ;41%;3%; 113,38 ; 295,49 ; 4,89 ; 6,07 ;1;Nora Paige;2;26;1;6;26/2/2010;2
;53349;10/4/2010;1;2;Tapetes;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;46; 542,18 ;55%;7%; 11.971,29 ; 23.237,69 ; 243,98 ; 43,32 ;2;Alejandro Grove;4;15;2;7;19/4/2010;3
;53350;14/6/2009;2;1;Carpetas;GBC ProClick 150 Presentation Binding System;24; 702,18 ;55%;8%; 7.920,57 ; 15.524,08 ; 315,98 ; 19,99 ;1;Susan Pistek;3;106;3;6;14/6/2009;3
;53378;13/7/2012;5;3;Copiadoras;Brother DCP1000 Digital 3 in 1 Multifunction Machine;50; 517,22 ;42%;10%; 8.275,59 ; 23.286,73 ; 299,99 ; 11,64 ;3;Mitch Willingham;3;105;2;1;14/7/2012;4
;53378;13/7/2012;5;2;Mobiliario;"Linden 12"" Wall Clock With Oak Frame";38; 72,30 ;53%;6%; 1.291,24 ; 2.602,47 ; 33,98 ; 19,99 ;1;Mitch Willingham;3;110;2;6;14/7/2012;1
;53378;13/7/2012;5;3;Telefonos;Accessory36;49; 124,42 ;55%;4%; 3.109,31 ; 5.857,82 ; 55,99 ; 5,00 ;1;Mitch Willingham;3;117;2;2;14/7/2012;4
;53381;26/9/2010;4;1;Sobres;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";26; 18,30 ;40%;1%; 185,56 ; 475,84 ; 10,98 ; 4,80 ;1;Juliana Krohn;2;25;2;6;27/9/2010;2
;53382;27/12/2009;2;1;Accesorios;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;13; 5,33 ;39%;10%; 20,09 ; 111,34 ; 3,25 ; 49,00 ;1;Paul MacIntyre;4;14;2;1;28/12/2009;2
;53382;27/12/2009;2;2;Tapetes;Global Leather and Oak Executive Chair, Black;15; 501,63 ;40%;0%; 3.009,80 ; 7.589,23 ; 300,98 ; 64,73 ;2;Paul MacIntyre;4;11;2;7;28/12/2009;4
;53410;7/8/2009;4;1;Accesorios;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;44; 25,53 ;42%;8%; 382,00 ; 1.046,96 ; 14,81 ; 13,32 ;1;Christopher Schild;3;114;2;6;9/8/2009;1
;53411;29/11/2011;4;3;Perifericos;Belkin MediaBoard 104- Keyboard;25; 42,28 ;35%;8%; 285,37 ; 976,37 ; 27,48 ; 4,00 ;1;Brenda Bowman;5;41;1;6;30/11/2011;1
;53412;15/9/2009;4;2;Mobiliario;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;45; 88,85 ;39%;2%; 1.479,39 ; 3.929,49 ; 54,20 ; 11,10 ;1;Eric Hoffmann;3;110;1;3;16/9/2009;2
;53441;24/8/2009;5;1;Papel;Xerox 1937;7; 75,06 ;36%;1%; 183,90 ; 525,97 ; 48,04 ; 5,79 ;1;Clytie Kelty;4;17;1;6;25/8/2009;1
;53443;8/10/2011;4;1;Accesorios;Belkin F9M820V08 8 Outlet Surge;35; 89,54 ;52%;4%; 1.504,30 ; 3.013,22 ; 42,98 ; 4,62 ;1;Jenna Caffey;2;26;4;6;9/10/2011;3
;53443;8/10/2011;4;1;Etiquetas;Avery 51;3; 10,68 ;41%;1%; 12,81 ; 32,21 ; 6,30 ; 0,50 ;1;Jenna Caffey;2;26;4;6;10/10/2011;4
;53443;8/10/2011;4;1;Boligrafos;"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack";22; 13,20 ;51%;4%; 136,53 ; 280,09 ; 6,47 ; 1,22 ;1;Jenna Caffey;2;31;4;5;9/10/2011;1
;53445;24/10/2012;3;1;Boligrafos;Boston 16765 Mini Stand Up Battery Pencil Sharpener;8; 22,00 ;47%;1%; 80,96 ; 183,23 ; 11,66 ; 8,99 ;1;Odella Nelson;4;6;1;2;26/10/2012;1
;53445;24/10/2012;3;1;Ligas;Acco Hot Clips Clips to Go;21; 7,15 ;54%;2%; 78,10 ; 148,54 ; 3,29 ; 1,35 ;1;Odella Nelson;4;12;1;5;26/10/2012;3
;53476;11/6/2009;2;1;Papel;Xerox 1932;14; 66,87 ;47%;4%; 402,54 ; 903,79 ; 35,44 ; 5,09 ;1;Steve Nguyen;4;22;1;6;11/6/2009;1
;53476;11/6/2009;2;1;Boligrafos;4009 Highlighters by Sanford;24; 6,52 ;39%;8%; 48,54 ; 144,76 ; 3,98 ; 0,70 ;1;Steve Nguyen;4;21;1;5;14/6/2009;2
;53476;11/6/2009;2;1;Boligrafos;Newell 310;47; 2,93 ;40%;1%; 53,77 ; 137,19 ; 1,76 ; 0,70 ;1;Steve Nguyen;4;20;1;5;12/6/2009;2
;53476;11/6/2009;2;1;Organizadores;Fellowes Staxonsteel Drawer Files;42; 344,95 ;44%;1%; 6.229,73 ; 14.362,86 ; 193,17 ; 19,99 ;3;Steve Nguyen;4;18;1;6;11/6/2009;1
;53477;5/5/2012;3;2;Tapetes;Bevis Steel Folding Chairs;32; 165,43 ;42%;1%; 2.170,46 ; 5.315,21 ; 95,95 ; 74,35 ;2;Joy Smith;3;110;2;7;7/5/2012;2
;53477;5/5/2012;3;2;Tapetes;Global Leather and Oak Executive Chair, Black;27; 518,93 ;42%;6%; 5.044,01 ; 13.235,20 ; 300,98 ; 64,73 ;2;Joy Smith;3;116;2;7;6/5/2012;3
;53477;5/5/2012;3;1;Papel;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;36; 79,04 ;52%;6%; 1.308,93 ; 2.679,85 ; 37,94 ; 5,08 ;1;Joy Smith;3;110;2;5;7/5/2012;4
;53477;5/5/2012;3;1;Organizadores;Fellowes Super Stor/Drawer Files;28; 336,56 ;52%;7%; 4.240,69 ; 8.784,08 ; 161,55 ; 19,99 ;1;Joy Smith;3;107;2;6;7/5/2012;3
;53508;10/11/2009;3;3;Perifericos;Logitech Cordless Navigator Duo;13; 128,54 ;37%;3%; 568,15 ; 1.628,07 ; 80,98 ; 7,18 ;1;Joy Smith;3;116;4;6;12/11/2009;2
;53508;10/11/2009;3;3;Maquinas de oficina;Sharp EL500L Fraction Calculator;25; 25,44 ;45%;6%; 248,00 ; 605,26 ; 13,99 ; 7,51 ;1;Joy Smith;3;109;4;3;12/11/2009;2
;53508;10/11/2009;3;1;Papel;White GlueTop Scratch Pads;4; 23,14 ;35%;6%; 26,84 ; 88,97 ; 15,04 ; 1,97 ;1;Joy Smith;3;116;4;5;10/11/2009;4
;53511;20/2/2009;5;1;Carpetas;Fellowes Black Plastic Comb Bindings;41; 11,86 ;51%;7%; 213,90 ; 460,60 ; 5,81 ; 8,49 ;1;Anthony Johnson;6;136;1;6;22/2/2009;4
;53511;20/2/2009;5;2;Mobiliario;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;49; 20,53 ;53%;4%; 492,97 ; 972,04 ; 9,65 ; 6,22 ;1;Anthony Johnson;6;143;1;6;21/2/2009;2
;53536;30/10/2012;3;2;Mobiliario;"Seth Thomas 12"" Clock w/ Goldtone Case";35; 37,06 ;38%;10%; 363,23 ; 1.175,11 ; 22,98 ; 7,58 ;1;Sanjit Chand;2;25;3;6;1/11/2012;2
;53536;30/10/2012;3;2;Mesas;Bevis Round Conference Room Tables and Bases;5; 351,55 ;49%;0%; 861,30 ; 1.813,95 ; 179,29 ; 56,20 ;2;Sanjit Chand;2;29;3;4;1/11/2012;1
;53568;28/6/2010;5;2;Tapetes;Global High-Back Leather Tilter, Burgundy;34; 219,63 ;44%;5%; 2.912,23 ; 7.164,09 ; 122,99 ; 70,20 ;2;Gary Hwang;3;105;3;7;29/6/2010;4
;53571;15/3/2012;2;1;Carpetas;Heavy-Duty E-Z-D Binders;21; 16,78 ;35%;5%; 105,74 ; 337,84 ; 10,91 ; 2,99 ;1;Dan Campbell;2;32;1;6;17/3/2012;2
;53572;7/5/2010;5;1;Sobres;#10 Self-Seal White Envelopes;17; 17,33 ;36%;7%; 85,43 ; 279,21 ; 11,09 ; 5,25 ;1;Marina Lichtenstein;2;25;2;6;8/5/2010;4
;53573;15/3/2009;2;2;Mobiliario;Coloredge Poster Frame;6; 22,54 ;37%;3%; 45,98 ; 136,48 ; 14,20 ; 5,30 ;1;Daniel Byrd;2;25;3;5;17/3/2009;3
;53574;9/4/2012;5;1;Organizadores;Carina Double Wide Media Storage Towers in Natural & Black;8; 139,62 ;42%;3%; 435,62 ; 1.118,46 ; 80,98 ; 35,00 ;1;Scot Coram;4;3;2;1;10/4/2012;4
;53600;10/7/2012;5;1;Carpetas;Wilson Jones Impact Binders;8; 8,22 ;37%;3%; 22,36 ; 69,54 ; 5,18 ; 5,74 ;3;Roland Black;3;112;1;6;11/7/2012;2
;53605;3/8/2010;5;1;Accesorios;3M Office Air Cleaner;19; 49,02 ;47%;6%; 381,86 ; 880,85 ; 25,98 ; 5,37 ;1;Karen Seio;7;65;4;3;5/8/2010;1
;53605;3/8/2010;5;2;Librerias;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";48; 289,80 ;41%;6%; 4.868,58 ; 13.111,51 ; 170,98 ; 35,89 ;2;Karen Seio;7;61;4;4;5/8/2010;1
;53605;3/8/2010;5;2;Mobiliario;Eldon Econocleat Chair Mats for Low Pile Carpets;1; 71,50 ;42%;7%; 25,03 ; 100,70 ; 41,47 ; 34,20 ;1;Karen Seio;7;78;4;5;5/8/2010;1
;53635;18/7/2012;2;1;Tijeras;Serrated Blade or Curved Handle Hand Letter Openers;33; 6,16 ;49%;8%; 83,30 ; 188,84 ; 3,14 ; 1,92 ;1;Raymond Fair;2;25;1;5;20/7/2012;4
;53637;17/3/2011;3;1;Sobres;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;12; 78,39 ;49%;10%; 366,88 ; 856,47 ; 39,98 ; 9,83 ;3;Erin Ashbrook;4;14;4;6;18/3/2011;3
;53667;17/5/2012;5;1;Carpetas;Cardinal Poly Pocket Divider Pockets for Ring Binders;33; 6,34 ;47%;8%; 81,59 ; 198,74 ; 3,36 ; 6,27 ;1;Steve Carroll;3;118;4;6;19/5/2012;3
;53667;17/5/2012;5;3;Telefonos;Accessory35;16; 78,24 ;54%;9%; 563,32 ; 1.140,26 ; 35,99 ; 1,10 ;1;Steve Carroll;3;115;4;6;19/5/2012;2
;53668;31/3/2010;2;1;Tijeras;Fiskars Softgrip Scissors;9; 18,30 ;40%;4%; 59,29 ; 161,48 ; 10,98 ; 3,37 ;1;Dorris Love;5;43;2;2;1/4/2010;2
;53671;10/6/2011;5;1;Carpetas;Binder Posts;41; 9,11 ;37%;8%; 108,33 ; 348,68 ; 5,74 ; 5,01 ;1;Laura Armstrong;4;19;1;6;11/6/2011;1
;53671;10/6/2011;5;1;Organizadores;Fellowes Strictly Business Drawer File, Letter/Legal Size;43; 270,87 ;48%;1%; 5.474,19 ; 11.550,73 ; 140,85 ; 19,99 ;1;Laura Armstrong;4;1;1;6;11/6/2011;3
;53671;10/6/2011;5;1;Carpetas;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;39; 27,80 ;46%;2%; 476,98 ; 1.070,77 ; 15,01 ; 8,40 ;1;Laura Armstrong;4;8;1;6;11/6/2011;3
;53698;16/6/2012;5;1;Boligrafos;*Staples* Highlighting Markers;10; 9,13 ;47%;0%; 42,92 ; 92,03 ; 4,84 ; 0,71 ;3;Tamara Chand;4;18;4;5;17/6/2012;2
;53703;14/6/2010;2;1;Organizadores;Fellowes Strictly Business Drawer File, Letter/Legal Size;14; 234,75 ;40%;6%; 1.117,41 ; 3.109,30 ; 140,85 ; 19,99 ;1;Guy Armstrong;3;120;2;6;15/6/2010;4
;53728;22/10/2011;3;1;Carpetas;Avery Arch Ring Binders;27; 116,20 ;50%;7%; 1.349,08 ; 2.919,27 ; 58,10 ; 1,49 ;1;Paul MacIntyre;4;23;2;6;23/10/2011;2
;53730;29/12/2012;3;1;Carpetas;"Avery Durable Plastic 1"" Binders";40; 7,44 ;39%;5%; 101,22 ; 288,65 ; 4,54 ; 5,83 ;1;Shirley Schmidt;5;38;2;6;30/12/2012;4
;53762;1/6/2012;4;1;Etiquetas;Avery White Multi-Purpose Labels;28; 9,76 ;49%;7%; 114,83 ; 254,76 ; 4,98 ; 0,49 ;1;Ivan Liston;2;27;4;6;2/6/2012;2
;53766;13/10/2009;2;2;Mesas;Bevis Rectangular Conference Tables;22; 270,33 ;46%;7%; 2.319,46 ; 5.577,22 ; 145,98 ; 46,20 ;2;Laura Armstrong;4;12;2;4;14/10/2009;4
